Customer_ID,Age,Gender,Category,Product,Purchase_Amount,Quantity,Discount_Applied,Subscription_Status,Payment_Method,Purchase_Date,Location,Review_Rating
C01560,20,Male,Clothing,T-Shirt,4238.05,3,Yes,Active,UPI,2024-05-19,Chandigarh,3.8
C01441,29,Female,Electronics,Speaker,69071.87,1,Yes,Inactive,Credit Card,2025-02-15,Mumbai,3.5
C00999,46,Male,Electronics,Laptop,33518.88,3,No,Active,UPI,2024-12-24,Hyderabad,5.0
C01292,46,Male,Home & Kitchen,Storage Box,4425.72,1,No,Active,Credit Card,2024-06-15,Kolkata,3.9
C01399,32,Female,Sports,Football,3891.4,1,No,Inactive,Debit Card,2024-05-30,Jaipur,5.0
C00445,25,Female,Electronics,Smartwatch,29963.58,4,Yes,Active,Debit Card,2024-03-25,Kolkata,4.7
C00869,57,Female,Sports,Cricket Bat,7788.68,1,Yes,Active,UPI,2024-05-09,Delhi,4.3
C00544,47,Male,Clothing,Jeans,4293.43,3,No,Active,Cash,2025-04-12,Chennai,3.6
C01113,52,Female,Sports,Yoga Mat,4172.69,2,Yes,Inactive,Credit Card,2025-12-04,Chennai,4.4
C00403,37,Other,Clothing,Jeans,4543.65,3,No,Inactive,Cash,2025-06-06,Chennai,2.8
C00119,30,Female,Beauty,Shampoo,1178.29,1,No,Active,UPI,2025-01-05,Bengaluru,4.8
C00973,56,Male,Clothing,Sneakers,1288.99,1,No,Inactive,Credit Card,2024-07-29,Pune,4.3
C00564,30,Male,Home & Kitchen,Lamp,9687.37,2,No,Active,UPI,2024-11-26,Delhi,3.5
C01444,41,Male,Electronics,Smartphone,42837.61,1,Yes,Inactive,Debit Card,2024-01-31,Jaipur,4.3
C00290,35,Male,Home & Kitchen,Coffee Maker,6443.5,2,No,Inactive,UPI,2024-06-28,Chandigarh,4.9
C01175,34,Male,Clothing,T-Shirt,3051.52,3,No,Inactive,UPI,2024-12-18,Chandigarh,4.5
C00789,61,Female,Electronics,Smartphone,31706.07,3,Yes,Active,UPI,2025-05-22,Ahmedabad,4.6
C01860,47,Male,Home & Kitchen,Coffee Maker,13577.57,1,Yes,Inactive,Cash,2025-11-23,Mumbai,3.7
C01614,48,Male,Beauty,Shampoo,4813.3,2,No,Inactive,UPI,2025-03-07,Chennai,5.0
C01365,32,Male,Books,Comics,1900.07,1,No,Inactive,Net Banking,2024-06-20,Hyderabad,4.2
C00447,55,Male,Sports,Running Shoes,4284.83,1,No,Inactive,Cash,2024-08-23,Bengaluru,4.5
C01982,23,Female,Home & Kitchen,Bedsheet,5718.05,2,No,Active,Debit Card,2025-11-09,Chandigarh,4.4
C01461,23,Female,Beauty,Perfume,4102.39,5,Yes,Inactive,Debit Card,2024-06-07,Jaipur,3.8
C01447,34,Female,Sports,Football,10536.83,2,No,Active,UPI,2025-02-10,Chennai,1.8
C01463,20,Female,Clothing,Jeans,4836.52,5,No,Inactive,Debit Card,2025-03-05,Chandigarh,2.3
C00906,22,Female,Sports,Football,3342.16,4,Yes,Inactive,UPI,2024-03-22,Delhi,3.1
C01664,24,Other,Books,Business,1519.36,2,Yes,Inactive,Credit Card,2024-03-17,Kolkata,2.9
C01066,54,Male,Beauty,Perfume,1080.21,2,No,Active,UPI,2025-04-02,Pune,4.3
C01597,21,Female,Beauty,Face Cream,1853.24,1,Yes,Inactive,Debit Card,2025-04-29,Jaipur,4.9
C00555,53,Female,Clothing,T-Shirt,4624.46,1,No,Active,Credit Card,2024-06-20,Bengaluru,3.4
C01941,63,Female,Electronics,Smartwatch,83420.63,4,No,Inactive,Debit Card,2025-09-12,Delhi,4.5
C01900,54,Male,Clothing,Jacket,3820.36,1,No,Inactive,UPI,2025-10-03,Hyderabad,2.5
C01925,65,Male,Sports,Cricket Bat,5179.11,2,Yes,Inactive,Credit Card,2024-06-17,Ahmedabad,3.9
C01437,39,Female,Clothing,Jacket,303.31,2,Yes,Inactive,UPI,2025-02-09,Chandigarh,4.9
C00414,23,Male,Sports,Running Shoes,10016.47,1,Yes,Inactive,Cash,2025-07-20,Pune,5.0
C01370,46,Female,Electronics,Headphones,7126.73,1,No,Active,Credit Card,2025-01-27,Delhi,3.2
C00171,63,Male,Clothing,Sneakers,3622.62,1,Yes,Inactive,Cash,2025-05-02,Chennai,4.4
C00416,48,Male,Clothing,T-Shirt,516.84,2,No,Inactive,Debit Card,2025-05-12,Chennai,3.0
C01412,40,Female,Electronics,Laptop,35127.64,2,Yes,Inactive,Net Banking,2025-07-03,Jaipur,5.0
C01754,38,Male,Clothing,T-Shirt,1775.0,4,No,Active,Debit Card,2024-08-30,Bengaluru,5.0
C01760,24,Male,Sports,Football,1435.78,1,Yes,Inactive,UPI,2025-10-27,Bengaluru,3.8
C01074,37,Female,Sports,Football,9512.09,1,No,Inactive,Credit Card,2025-01-01,Mumbai,3.6
C01260,28,Female,Home & Kitchen,Bedsheet,4536.64,3,Yes,Inactive,Debit Card,2024-07-24,Jaipur,4.4
C01193,50,Male,Clothing,Sneakers,1795.55,2,Yes,Inactive,Net Banking,2025-07-16,Jaipur,4.2
C00616,53,Male,Electronics,Smartphone,24015.06,1,No,Inactive,Cash,2024-06-28,Hyderabad,4.5
C01674,20,Male,Home & Kitchen,Cookware,12842.68,3,No,Active,Credit Card,2024-05-04,Pune,4.9
C00660,58,Male,Clothing,T-Shirt,4000.09,1,No,Active,Net Banking,2024-03-15,Hyderabad,
C00114,40,Male,Electronics,Headphones,59130.18,1,Yes,Active,UPI,2024-04-03,Kolkata,3.5
C01625,62,Male,Clothing,Jacket,1659.56,4,No,Inactive,Credit Card,2025-04-30,Ahmedabad,5.0
C01929,25,Female,Clothing,T-Shirt,4510.22,2,No,Active,Credit Card,2025-11-25,Delhi,4.7
C01657,60,Female,Electronics,Smartwatch,20907.5,2,Yes,Active,UPI,2025-11-21,Ahmedabad,2.6
C00332,61,Female,Clothing,Jacket,2913.07,1,Yes,Inactive,UPI,2024-08-06,Bengaluru,4.0
C00763,60,Female,Electronics,Headphones,18470.35,1,No,Inactive,Cash,2024-03-06,Delhi,3.3
C01307,58,Female,Sports,Dumbbells,7884.25,1,Yes,Active,Debit Card,2024-02-28,Delhi,4.0
C01395,30,Female,Clothing,T-Shirt,3444.8,3,No,Inactive,Credit Card,2024-03-09,Pune,5.0
C00153,53,Male,Home & Kitchen,Lamp,2653.25,1,No,Inactive,Debit Card,2025-05-08,Hyderabad,3.3
C01503,24,Male,Electronics,Laptop,73851.58,1,No,Inactive,Credit Card,2024-08-22,Pune,4.2
C01543,30,Female,Beauty,Perfume,284.05,5,No,Active,Net Banking,2025-10-02,Hyderabad,4.2
C01406,30,Male,Sports,Football,11591.46,2,No,Active,Credit Card,2024-01-14,Chandigarh,3.9
C01638,45,Female,Sports,Dumbbells,9258.76,1,No,Active,Credit Card,2024-01-03,Pune,3.9
C01864,36,Male,Home & Kitchen,Cookware,9121.12,2,No,Inactive,Credit Card,2025-07-11,Kolkata,4.2
C01638,40,Female,Home & Kitchen,Lamp,9628.28,1,No,Active,Credit Card,2024-10-19,Mumbai,5.0
C00871,48,Male,Home & Kitchen,Bedsheet,7222.07,2,No,Active,Wallet,2024-02-15,Pune,4.1
C01212,22,Female,Clothing,Jacket,2279.78,1,Yes,Inactive,Debit Card,2024-06-25,Delhi,3.9
C01751,58,Female,Clothing,Sneakers,352.67,5,No,Inactive,Wallet,2025-03-07,Bengaluru,3.8
C00507,39,Female,Home & Kitchen,Storage Box,3548.86,5,Yes,Active,Credit Card,2024-03-24,Mumbai,4.2
C00961,34,Male,Electronics,Laptop,14432.21,3,No,Active,Wallet,2024-03-09,Bengaluru,4.0
C01653,45,Male,Sports,Yoga Mat,6696.7,1,No,Active,UPI,2025-05-28,Chennai,5.0
C00883,32,Other,Beauty,Face Cream,2809.73,1,Yes,Inactive,Credit Card,2025-12-12,Chennai,4.4
C00688,35,Female,Sports,Dumbbells,1906.26,2,Yes,Inactive,Debit Card,2025-04-17,Mumbai,4.4
C00582,21,Male,Electronics,Speaker,15871.72,2,No,Inactive,Debit Card,2024-06-19,Ahmedabad,3.7
C01800,21,Other,Clothing,Dress,2639.41,1,No,Inactive,Net Banking,2025-06-23,Jaipur,4.8
C00492,39,Male,Beauty,Shampoo,2782.47,1,Yes,Active,UPI,2025-03-19,Bengaluru,4.1
C00195,25,Female,Home & Kitchen,Cookware,13785.51,3,No,Inactive,Credit Card,2024-11-02,Ahmedabad,4.0
C00736,57,Female,Beauty,Lipstick,2786.38,2,No,Active,Cash,2025-03-21,Bengaluru,4.9
C00527,60,Male,Clothing,Jacket,3573.6,1,No,Inactive,Debit Card,2024-11-04,Bengaluru,3.5
C00459,49,Male,Books,Business,930.2,1,No,Active,Debit Card,2025-08-18,Jaipur,3.6
C00306,25,Male,Home & Kitchen,Storage Box,2598.36,2,No,Inactive,Credit Card,2024-11-13,Hyderabad,3.7
C01208,34,Female,Beauty,Face Cream,727.44,1,No,Active,Net Banking,2024-08-25,Hyderabad,4.3
C01205,64,Female,Sports,Football,1074.76,2,No,Inactive,Debit Card,2024-11-25,Ahmedabad,4.1
C00315,56,Female,Beauty,Shampoo,1874.67,2,No,Inactive,UPI,2024-10-21,Ahmedabad,3.4
C01585,46,Female,Clothing,Sneakers,2491.15,2,Yes,Inactive,Credit Card,2025-07-14,Chandigarh,4.3
C00173,23,Male,Clothing,Sneakers,652.91,3,No,Inactive,UPI,2025-04-04,Chennai,4.0
C01036,41,Female,Home & Kitchen,Lamp,11454.19,2,Yes,Inactive,UPI,2025-03-23,Pune,4.5
C01732,63,Male,Home & Kitchen,Coffee Maker,5836.4,3,No,Inactive,Debit Card,2025-08-13,Mumbai,4.0
C00405,50,Male,Clothing,Sneakers,1681.87,2,No,Inactive,Wallet,2024-02-14,Hyderabad,
C01744,32,Male,Beauty,Shampoo,3876.82,1,Yes,Inactive,Debit Card,2024-03-16,Ahmedabad,4.0
C01362,65,Female,Beauty,Shampoo,1659.01,1,Yes,Inactive,UPI,2025-01-13,Pune,2.7
C01549,40,Female,Beauty,Skin Serum,4889.49,1,Yes,Active,Debit Card,2024-08-31,Jaipur,4.4
C00781,31,Male,Home & Kitchen,Lamp,3499.82,1,Yes,Active,UPI,2025-11-24,Mumbai,4.3
C01123,18,Male,Home & Kitchen,Cookware,13149.55,1,No,Active,UPI,2024-06-03,Pune,
C00126,65,Male,Books,Business,1979.12,3,No,Inactive,UPI,2024-01-16,Chandigarh,3.9
C01363,36,Male,Beauty,Shampoo,3113.27,5,No,Inactive,Credit Card,2025-09-04,Kolkata,3.0
C01361,25,Male,Books,Business,1461.58,2,Yes,Active,Cash,2024-03-11,Kolkata,3.5
C01816,49,Female,Electronics,Smartphone,12863.65,1,No,Inactive,Debit Card,2024-10-25,Hyderabad,3.6
C00222,34,Male,Home & Kitchen,Bedsheet,8329.21,1,Yes,Inactive,Credit Card,2025-09-12,Jaipur,3.9
C00019,42,Female,Books,Comics,1636.05,2,No,Inactive,Debit Card,2024-10-29,Kolkata,4.1
C01036,22,Male,Books,Self-Help,1398.14,1,No,Active,UPI,2024-02-13,Mumbai,4.5
C00090,21,Female,Home & Kitchen,Lamp,13740.15,1,Yes,Inactive,Cash,2025-04-02,Delhi,4.3
C01896,59,Female,Home & Kitchen,Coffee Maker,2236.29,2,Yes,Inactive,Cash,2024-12-09,Chennai,5.0
C01464,33,Male,Sports,Yoga Mat,1846.94,2,No,Inactive,Debit Card,2024-10-05,Jaipur,4.1
C01306,44,Female,Electronics,Laptop,81108.47,1,No,Active,UPI,2024-05-18,Delhi,5.0
C00450,36,Male,Books,Self-Help,1538.3,2,No,Active,Debit Card,2024-03-23,Bengaluru,3.2
C00925,59,Male,Electronics,Smartwatch,50118.75,1,No,Inactive,Cash,2024-09-04,Bengaluru,2.5
C00572,22,Male,Books,Self-Help,1647.74,2,No,Inactive,UPI,2024-09-24,Chandigarh,2.7
C01388,43,Female,Beauty,Perfume,4866.21,4,Yes,Inactive,Wallet,2024-10-28,Chennai,4.0
C00019,53,Male,Clothing,Sneakers,1321.96,1,No,Inactive,Credit Card,2024-03-25,Chennai,3.5
C00775,37,Female,Books,Technology,1408.11,1,No,Inactive,Wallet,2025-01-14,Pune,3.3
C01643,35,Female,Beauty,Perfume,4418.69,1,No,Inactive,Credit Card,2025-11-10,Delhi,3.1
C00921,29,Male,Clothing,Jacket,4655.22,2,Yes,Active,Credit Card,2025-10-29,Chandigarh,5.0
C00384,36,Female,Electronics,Headphones,10612.09,5,No,Inactive,Debit Card,2024-02-20,Jaipur,3.5
C00693,34,Female,Home & Kitchen,Coffee Maker,10574.64,3,No,Active,Cash,2025-12-12,Ahmedabad,3.9
C01209,63,Female,Home & Kitchen,Storage Box,585.18,2,No,Active,Cash,2024-09-03,Mumbai,4.1
C01320,30,Female,Books,Business,890.76,2,Yes,Inactive,Net Banking,2024-05-05,Delhi,3.5
C00832,44,Male,Beauty,Skin Serum,3906.27,1,No,Active,UPI,2024-02-25,Kolkata,4.8
C00273,40,Female,Sports,Cricket Bat,5164.02,1,Yes,Active,Debit Card,2024-08-31,Ahmedabad,4.5
C00530,39,Female,Electronics,Smartphone,15630.41,1,Yes,Active,Credit Card,2024-08-29,Kolkata,4.5
C01098,46,Male,Beauty,Shampoo,2754.91,2,No,Inactive,Credit Card,2025-09-05,Pune,4.8
C00605,33,Male,Beauty,Shampoo,3137.47,2,No,Active,Wallet,2025-02-13,Delhi,2.7
C00366,47,Female,Sports,Cricket Bat,842.39,1,No,Inactive,Net Banking,2025-06-26,Delhi,4.7
C00518,21,Female,Beauty,Lipstick,4430.05,1,Yes,Inactive,Debit Card,2025-10-14,Chennai,3.5
C01471,30,Male,Beauty,Perfume,3896.92,1,No,Active,Cash,2024-01-16,Chandigarh,4.7
C00420,58,Female,Clothing,Sneakers,2899.39,2,No,Active,Credit Card,2025-01-19,Mumbai,
C00544,24,Male,Electronics,Laptop,67261.59,1,No,Active,Credit Card,2025-07-30,Hyderabad,4.4
C01848,19,Male,Home & Kitchen,Cookware,7405.08,1,Yes,Inactive,Debit Card,2024-08-13,Ahmedabad,4.2
C00389,53,Female,Beauty,Perfume,4375.1,2,No,Inactive,Debit Card,2024-06-24,Pune,5.0
C01446,33,Female,Electronics,Headphones,12786.02,1,No,Inactive,Net Banking,2024-02-26,Mumbai,5.0
C01959,65,Male,Electronics,Smartphone,83025.67,2,Yes,Inactive,Wallet,2025-06-20,Chennai,5.0
C01882,65,Female,Home & Kitchen,Lamp,8225.49,3,No,Inactive,Credit Card,2024-12-21,Kolkata,3.9
C01295,65,Female,Clothing,Sneakers,3581.58,2,No,Active,Debit Card,2024-04-07,Chennai,3.6
C00283,19,Male,Electronics,Headphones,83693.65,3,Yes,Inactive,Credit Card,2025-03-12,Hyderabad,3.9
C00102,37,Other,Clothing,T-Shirt,1041.43,2,No,Active,UPI,2025-03-11,Chennai,4.8
C00519,23,Female,Clothing,Dress,1490.6,1,No,Inactive,Debit Card,2024-04-14,Pune,4.9
C00934,44,Male,Books,Comics,306.19,2,No,Active,Wallet,2025-06-14,Chandigarh,4.5
C01318,38,Male,Books,Fiction,639.44,3,No,Inactive,UPI,2025-12-14,Delhi,4.9
C01421,53,Male,Beauty,Face Cream,1829.45,1,Yes,Inactive,Net Banking,2024-08-08,Chandigarh,5.0
C00368,34,Female,Beauty,Shampoo,4276.66,3,Yes,Inactive,Net Banking,2025-03-09,Pune,4.3
C01717,37,Female,Electronics,Smartwatch,18581.38,2,No,Inactive,Debit Card,2024-02-03,Kolkata,3.5
C00981,37,Male,Electronics,Headphones,89640.08,1,Yes,Active,Debit Card,2025-05-16,Bengaluru,3.1
C01636,37,Female,Beauty,Shampoo,314.91,3,No,Active,Cash,2025-09-29,Mumbai,3.1
C00271,56,Female,Books,Fiction,329.21,1,Yes,Active,Debit Card,2025-12-13,Kolkata,4.8
C01036,37,Female,Sports,Cricket Bat,6341.03,5,No,Inactive,Wallet,2025-03-04,Pune,4.5
C01013,58,Female,Clothing,Jeans,2506.39,2,Yes,Inactive,Net Banking,2024-04-23,Mumbai,5.0
C00918,55,Female,Home & Kitchen,Coffee Maker,6471.34,3,No,Active,UPI,2024-03-23,Chennai,3.0
C01713,65,Female,Home & Kitchen,Bedsheet,9222.9,1,Yes,Inactive,UPI,2025-07-29,Chandigarh,3.1
C01356,26,Male,Beauty,Perfume,597.05,2,Yes,Inactive,Cash,2025-01-25,Hyderabad,4.4
C01810,35,Female,Sports,Dumbbells,2748.94,3,Yes,Inactive,Credit Card,2024-08-12,Jaipur,4.3
C01253,26,Male,Beauty,Lipstick,2534.32,3,Yes,Active,Wallet,2025-09-04,Jaipur,4.3
C01597,53,Female,Electronics,Speaker,34746.28,1,No,Inactive,UPI,2025-09-07,Mumbai,4.4
C00712,47,Female,Sports,Yoga Mat,11512.07,1,No,Active,Credit Card,2025-12-23,Kolkata,4.2
C01464,44,Female,Sports,Running Shoes,11919.63,1,Yes,Active,UPI,2024-01-28,Chandigarh,3.5
C00956,64,Male,Home & Kitchen,Bedsheet,8046.96,1,Yes,Active,UPI,2025-12-07,Chennai,4.4
C01885,40,Male,Books,Self-Help,267.09,2,No,Inactive,Credit Card,2024-07-24,Bengaluru,5.0
C01470,46,Male,Clothing,Jeans,1196.26,1,Yes,Active,Credit Card,2024-02-12,Pune,5.0
C00481,62,Female,Home & Kitchen,Coffee Maker,11994.96,3,No,Inactive,Cash,2024-04-17,Delhi,5.0
C00091,29,Male,Clothing,Dress,935.0,3,Yes,Inactive,UPI,2025-03-30,Chennai,4.6
C00186,19,Female,Books,Business,1371.63,1,No,Inactive,Debit Card,2024-09-23,Kolkata,4.4
C00831,40,Female,Electronics,Smartwatch,83282.75,2,No,Active,Credit Card,2024-01-19,Chennai,3.9
C01409,37,Male,Clothing,Jeans,2108.43,1,No,Inactive,Debit Card,2024-08-16,Bengaluru,4.5
C01735,24,Male,Electronics,Headphones,60128.1,1,Yes,Inactive,Debit Card,2025-03-16,Chennai,3.9
C00888,34,Male,Clothing,Dress,2425.9,2,No,Inactive,Wallet,2025-04-13,Jaipur,4.9
C00608,24,Male,Electronics,Laptop,10962.12,2,No,Active,Credit Card,2025-04-29,Bengaluru,3.3
C00342,48,Male,Books,Comics,460.39,4,Yes,Inactive,Debit Card,2024-09-21,Chandigarh,3.4
C00224,28,Female,Clothing,Sneakers,3837.71,1,Yes,Active,UPI,2024-03-30,Mumbai,4.9
C01360,37,Male,Sports,Cricket Bat,4087.3,1,Yes,Inactive,Credit Card,2024-08-08,Chennai,3.3
C00038,37,Female,Home & Kitchen,Storage Box,2717.17,2,No,Inactive,Credit Card,2024-06-21,Jaipur,3.7
C00639,30,Male,Books,Business,299.1,1,No,Inactive,UPI,2024-12-04,Hyderabad,4.1
C00435,53,Male,Clothing,Dress,2396.48,2,Yes,Inactive,UPI,2024-11-06,Pune,3.8
C00537,38,Male,Clothing,Jeans,3072.33,4,No,Inactive,Credit Card,2025-07-28,Jaipur,3.8
C01835,42,Female,Electronics,Speaker,43593.08,1,Yes,Active,Wallet,2024-01-03,Pune,4.4
C00869,50,Female,Clothing,Sneakers,1179.13,2,Yes,Active,Debit Card,2024-06-10,Pune,4.1
C00390,57,Male,Sports,Dumbbells,3462.02,3,Yes,Inactive,Cash,2025-12-05,Jaipur,4.1
C01705,41,Male,Clothing,Jeans,4907.67,1,No,Inactive,Cash,2025-04-04,Bengaluru,5.0
C01329,54,Female,Electronics,Smartphone,50742.71,1,Yes,Active,UPI,2024-11-03,Ahmedabad,4.5
C00262,27,Male,Home & Kitchen,Coffee Maker,13426.8,3,No,Active,UPI,2024-11-13,Hyderabad,4.5
C00303,43,Male,Home & Kitchen,Coffee Maker,9242.03,4,No,Inactive,Wallet,2024-12-02,Hyderabad,3.0
C01602,53,Female,Clothing,Jacket,2709.95,1,No,Inactive,UPI,2025-11-04,Jaipur,3.0
C01831,44,Female,Home & Kitchen,Storage Box,9670.89,4,Yes,Inactive,UPI,2024-01-21,Delhi,4.8
C01469,20,Male,Clothing,T-Shirt,2191.12,2,No,Inactive,UPI,2025-06-08,Chennai,5.0
C00523,29,Male,Beauty,Perfume,553.78,1,No,Active,Debit Card,2024-02-24,Chandigarh,4.1
C01678,53,Female,Electronics,Smartphone,53009.54,3,Yes,Active,Credit Card,2025-07-24,Chandigarh,4.4
C00809,35,Male,Sports,Cricket Bat,5922.47,1,Yes,Active,UPI,2024-09-14,Kolkata,4.7
C01364,53,Male,Beauty,Face Cream,1609.53,2,No,Inactive,Debit Card,2025-04-07,Kolkata,4.5
C01791,65,Male,Electronics,Laptop,21384.82,1,Yes,Active,Wallet,2024-08-11,Mumbai,4.1
C01053,35,Female,Electronics,Smartphone,48431.57,1,No,Active,UPI,2025-06-23,Hyderabad,4.6
C01247,60,Male,Clothing,T-Shirt,519.79,2,No,Inactive,UPI,2024-02-01,Kolkata,5.0
C01439,63,Male,Clothing,Dress,1365.33,2,Yes,Active,Wallet,2025-04-02,Kolkata,4.9
C00067,30,Female,Electronics,Laptop,32236.55,2,Yes,Inactive,Cash,2024-07-21,Chandigarh,4.3
C00168,39,Female,Clothing,Dress,2137.96,1,No,Inactive,Cash,2025-05-09,Kolkata,2.4
C00283,51,Female,Beauty,Skin Serum,2807.33,2,Yes,Active,Cash,2025-03-16,Chandigarh,3.1
C00387,21,Male,Home & Kitchen,Lamp,2603.98,1,No,Inactive,Cash,2025-05-09,Delhi,4.6
C01686,54,Male,Clothing,Jacket,1182.91,2,Yes,Inactive,UPI,2025-12-06,Ahmedabad,3.1
C00561,48,Female,Clothing,Sneakers,784.47,3,Yes,Inactive,Wallet,2024-01-28,Pune,4.7
C00231,52,Male,Home & Kitchen,Lamp,859.58,3,No,Active,Debit Card,2024-02-16,Delhi,3.9
C01764,32,Male,Sports,Dumbbells,4341.26,3,Yes,Inactive,Debit Card,2024-04-08,Ahmedabad,4.0
C00790,54,Male,Electronics,Speaker,4766.77,1,No,Inactive,Debit Card,2024-12-07,Delhi,4.6
C00243,19,Male,Clothing,Jeans,3767.87,1,No,Inactive,Debit Card,2025-11-12,Kolkata,4.5
C00154,27,Male,Clothing,Jeans,4433.83,3,No,Inactive,Debit Card,2025-04-30,Delhi,4.2
C00752,54,Female,Electronics,Headphones,67838.16,1,No,Active,UPI,2024-05-14,Bengaluru,4.4
C00913,32,Male,Electronics,Headphones,14404.27,4,Yes,Inactive,Credit Card,2025-04-28,Hyderabad,5.0
C00283,62,Female,Beauty,Perfume,705.9,3,No,Active,Wallet,2024-07-16,Pune,4.0
C00182,51,Male,Beauty,Shampoo,4983.63,3,No,Inactive,UPI,2024-06-23,Bengaluru,4.1
C00586,62,Female,Sports,Cricket Bat,6322.82,1,No,Inactive,Credit Card,2025-07-20,Mumbai,5.0
C00013,65,Male,Electronics,Smartwatch,64114.48,4,Yes,Active,Cash,2024-07-17,Chandigarh,4.1
C01980,60,Female,Books,Technology,661.43,2,No,Inactive,Credit Card,2024-12-06,Jaipur,4.0
C00043,42,Female,Beauty,Face Cream,1782.24,3,No,Active,Credit Card,2025-12-06,Mumbai,4.0
C01524,41,Female,Home & Kitchen,Cookware,9222.48,4,No,Inactive,Debit Card,2025-07-23,Ahmedabad,2.3
C00011,58,Male,Clothing,Jeans,3542.45,2,Yes,Inactive,UPI,2024-10-07,Chennai,4.3
C01687,20,Male,Sports,Cricket Bat,1771.18,1,No,Active,UPI,2024-07-10,Pune,4.6
C00690,30,Male,Electronics,Smartphone,41031.33,1,No,Inactive,UPI,2024-02-19,Pune,4.5
C00108,62,Female,Clothing,Jacket,3880.24,1,Yes,Active,Debit Card,2025-08-12,Chandigarh,4.1
C01528,45,Male,Clothing,Dress,4256.4,2,No,Active,Debit Card,2025-08-13,Bengaluru,3.2
C01824,36,Female,Books,Technology,1408.93,1,No,Active,UPI,2025-09-11,Hyderabad,4.5
C00520,19,Female,Home & Kitchen,Lamp,8099.4,2,No,Active,UPI,2024-02-13,Chennai,3.9
C00699,53,Other,Home & Kitchen,Storage Box,11920.67,3,Yes,Inactive,Debit Card,2024-07-04,Hyderabad,3.6
C01020,30,Female,Clothing,Sneakers,500.88,4,No,Active,Net Banking,2025-05-31,Chennai,4.4
C00727,52,Female,Electronics,Smartphone,32842.57,4,Yes,Inactive,Credit Card,2025-05-25,Hyderabad,4.2
C00698,36,Male,Beauty,Shampoo,1495.29,1,Yes,Inactive,Wallet,2025-02-23,Chennai,5.0
C01961,52,Male,Clothing,T-Shirt,2470.42,1,Yes,Inactive,Credit Card,2024-11-11,Chandigarh,4.9
C01441,37,Female,Clothing,Jeans,1266.0,2,Yes,Inactive,UPI,2024-02-10,Jaipur,3.1
C01807,43,Male,Books,Fiction,1865.63,1,No,Inactive,Debit Card,2025-08-26,Chennai,3.9
C01715,49,Male,Beauty,Shampoo,3855.94,1,Yes,Active,UPI,2025-04-08,Ahmedabad,3.5
C01319,30,Female,Clothing,Jacket,309.64,5,Yes,Inactive,UPI,2025-10-11,Jaipur,4.1
C01030,34,Female,Electronics,Laptop,61895.24,2,Yes,Inactive,UPI,2024-02-25,Pune,3.6
C00245,60,Female,Books,Comics,677.12,2,No,Inactive,Credit Card,2025-09-20,Mumbai,3.2
C01826,43,Male,Clothing,Jacket,594.63,1,No,Inactive,Credit Card,2024-01-21,Ahmedabad,4.4
C00778,64,Male,Electronics,Speaker,44376.03,1,No,Active,UPI,2025-05-19,Mumbai,3.4
C00749,47,Male,Books,Comics,732.71,1,Yes,Inactive,Credit Card,2025-09-10,Chandigarh,4.9
C00899,23,Male,Beauty,Lipstick,4731.75,3,Yes,Active,Credit Card,2024-08-01,Chennai,4.8
C00598,19,Male,Home & Kitchen,Bedsheet,13302.88,1,No,Active,UPI,2024-09-26,Chandigarh,3.2
C01328,23,Female,Beauty,Lipstick,4695.66,3,No,Active,Credit Card,2024-10-03,Chandigarh,3.0
C00441,64,Male,Clothing,Jacket,348.85,1,Yes,Inactive,UPI,2025-10-10,Chennai,3.4
C01647,63,Male,Clothing,T-Shirt,923.65,2,No,Active,Cash,2024-01-18,Kolkata,3.7
C01988,61,Male,Clothing,Jeans,2301.71,3,Yes,Inactive,UPI,2024-08-06,Jaipur,4.8
C01438,25,Female,Sports,Dumbbells,6588.88,3,No,Active,Credit Card,2024-04-07,Chandigarh,5.0
C00759,28,Female,Beauty,Perfume,3143.58,1,Yes,Inactive,Cash,2025-11-07,Chandigarh,4.6
C01680,25,Male,Sports,Dumbbells,2306.91,1,No,Active,Wallet,2024-08-02,Mumbai,3.7
C00947,39,Female,Electronics,Smartwatch,8513.89,2,No,Active,UPI,2024-08-11,Delhi,2.8
C01240,22,Female,Clothing,T-Shirt,2865.52,1,No,Active,Wallet,2024-06-26,Ahmedabad,5.0
C01097,36,Male,Electronics,Laptop,13380.6,1,No,Inactive,UPI,2025-03-27,Jaipur,3.5
C00795,25,Female,Clothing,Jeans,3828.62,1,No,Inactive,Cash,2024-12-03,Jaipur,4.2
C01998,24,Male,Books,Fiction,1461.61,2,No,Inactive,Debit Card,2025-01-27,Chennai,3.6
C00605,27,Female,Electronics,Speaker,30865.43,3,No,Active,Wallet,2024-03-10,Kolkata,4.8
C00133,18,Female,Electronics,Laptop,83231.01,2,No,Inactive,Cash,2024-11-21,Mumbai,4.5
C01221,19,Male,Electronics,Smartwatch,57972.39,2,No,Active,Credit Card,2025-10-05,Jaipur,5.0
C01675,21,Female,Sports,Running Shoes,2142.87,3,No,Active,Credit Card,2024-04-09,Bengaluru,4.0
C00513,63,Female,Clothing,Jacket,4969.79,2,No,Inactive,Cash,2024-02-01,Pune,3.9
C00086,64,Female,Sports,Yoga Mat,11836.33,1,Yes,Inactive,Debit Card,2025-07-08,Chandigarh,3.5
